game_id,strategy,total_turns,final_score,max_expression,min_expression,negative_count,negative_rate,phase0_turns,phase1_turns,phase2_turns,phase3_turns,end_board_occupancy
186,RandomStrategy,14,0,0,0,0,0.0000,14,0,0,0,0.6543
187,RandomStrategy,15,0,0,0,0,0.0000,15,0,0,0,0.7284
188,RandomStrategy,14,0,0,0,0,0.0000,14,0,0,0,0.5802
189,RandomStrategy,18,0,0,0,0,0.0000,18,0,0,0,0.7778
190,RandomStrategy,14,0,0,0,0,0.0000,14,0,0,0,0.6173
191,RandomStrategy,21,86696,86642,54,0,0.0000,21,0,0,0,0.6049
192,RandomStrategy,17,-768183,3193,-771376,1,0.5000,17,0,0,0,0.5802
193,RandomStrategy,11,0,0,0,0,0.0000,11,0,0,0,0.5432
194,RandomStrategy,23,564,515,-55,1,0.2500,22,1,0,0,0.5802
195,RandomStrategy,15,3152373,3152351,22,0,0.0000,15,0,0,0,0.4321
196,RandomStrategy,22,483,330,-9,1,0.2500,19,3,0,0,0.6420
197,RandomStrategy,31,1209417,612567,11,0,0.0000,19,12,0,0,0.5556
198,RandomStrategy,15,0,0,0,0,0.0000,15,0,0,0,0.6049
199,RandomStrategy,18,50,50,50,0,0.0000,18,0,0,0,0.6420
200,RandomStrategy,20,443,379,64,0,0.0000,20,0,0,0,0.6790
201,RandomStrategy,14,13,13,13,0,0.0000,14,0,0,0,0.5062
202,RandomStrategy,11,0,0,0,0,0.0000,11,0,0,0,0.5556
203,RandomStrategy,13,0,0,0,0,0.0000,13,0,0,0,0.6543
204,RandomStrategy,13,0,0,0,0,0.0000,13,0,0,0,0.5926
205,RandomStrategy,20,5764,5669,95,0,0.0000,20,0,0,0,0.6543
206,RandomStrategy,11,0,0,0,0,0.0000,11,0,0,0,0.5185
207,RandomStrategy,15,9,9,9,0,0.0000,15,0,0,0,0.5309
208,RandomStrategy,15,-2144,98,-2242,1,0.5000,15,0,0,0,0.6296
209,RandomStrategy,16,-42,-42,-42,1,1.0000,16,0,0,0,0.6543
210,RandomStrategy,14,1458,1458,1458,0,0.0000,14,0,0,0,0.5556
211,RandomStrategy,19,4561,4031,530,0,0.0000,19,0,0,0,0.6543
212,RandomStrategy,11,0,0,0,0,0.0000,11,0,0,0,0.5309
213,RandomStrategy,31,11044,8526,0,0,0.0000,18,13,0,0,0.5432
214,RandomStrategy,16,803,754,49,0,0.0000,16,0,0,0,0.4444
215,RandomStrategy,13,0,0,0,0,0.0000,13,0,0,0,0.6296
216,RandomStrategy,25,50117,43869,4,0,0.0000,21,4,0,0,0.6420
217,RandomStrategy,26,151139,152162,-2142,1,0.2000,19,7,0,0,0.5309
218,RandomStrategy,18,331,327,4,0,0.0000,18,0,0,0,0.5802
219,RandomStrategy,9,0,0,0,0,0.0000,9,0,0,0,0.3951
220,RandomStrategy,18,-1,-1,-1,1,1.0000,18,0,0,0,0.6173
221,RandomStrategy,14,0,0,0,0,0.0000,14,0,0,0,0.5556
222,RandomStrategy,17,0,0,0,0,0.0000,17,0,0,0,0.6914
223,RandomStrategy,19,43518,43518,43518,0,0.0000,19,0,0,0,0.6914
224,RandomStrategy,15,10,10,10,0,0.0000,15,0,0,0,0.5802
225,RandomStrategy,12,0,0,0,0,0.0000,12,0,0,0,0.5802
226,RandomStrategy,19,11,6,5,0,0.0000,19,0,0,0,0.7037
227,RandomStrategy,15,0,0,0,0,0.0000,15,0,0,0,0.5802
228,RandomStrategy,13,0,0,0,0,0.0000,13,0,0,0,0.6173
229,RandomStrategy,24,71173,58025,335,0,0.0000,17,7,0,0,0.6296
230,RandomStrategy,18,0,0,0,0,0.0000,18,0,0,0,0.7160
231,RandomStrategy,15,9665865,9617674,43810,0,0.0000,15,0,0,0,0.5432
232,RandomStrategy,14,0,0,0,0,0.0000,14,0,0,0,0.6667
233,RandomStrategy,26,28775,28822,-208,1,0.2000,19,7,0,0,0.6296
234,RandomStrategy,23,10533,6929,85,0,0.0000,18,5,0,0,0.6173
235,RandomStrategy,11,0,0,0,0,0.0000,11,0,0,0,0.5185
236,RandomStrategy,13,365,365,365,0,0.0000,13,0,0,0,0.5802
237,RandomStrategy,17,264,264,264,0,0.0000,17,0,0,0,0.6914
238,RandomStrategy,11,0,0,0,0,0.0000,11,0,0,0,0.4568
239,RandomStrategy,15,0,0,0,0,0.0000,15,0,0,0,0.7160
240,RandomStrategy,17,0,0,0,0,0.0000,17,0,0,0,0.7654
241,RandomStrategy,15,2548,2548,2548,0,0.0000,15,0,0,0,0.6173
242,RandomStrategy,13,0,0,0,0,0.0000,13,0,0,0,0.5432
243,RandomStrategy,30,227,182,4,0,0.0000,24,6,0,0,0.7160
244,RandomStrategy,27,220,93,62,0,0.0000,20,7,0,0,0.6914
245,RandomStrategy,13,0,0,0,0,0.0000,13,0,0,0,0.5802
246,RandomStrategy,13,0,0,0,0,0.0000,13,0,0,0,0.6543
247,RandomStrategy,12,0,0,0,0,0.0000,12,0,0,0,0.5185
248,RandomStrategy,11,0,0,0,0,0.0000,11,0,0,0,0.4691
249,RandomStrategy,13,53,53,53,0,0.0000,13,0,0,0,0.5432
250,RandomStrategy,18,1951260,1951358,-98,1,0.5000,18,0,0,0,0.6296
251,RandomStrategy,27,49082,35870,35,0,0.0000,18,9,0,0,0.6667
252,RandomStrategy,16,0,0,0,0,0.0000,16,0,0,0,0.6667
253,RandomStrategy,15,0,0,0,0,0.0000,15,0,0,0,0.7160
254,RandomStrategy,11,130,130,130,0,0.0000,11,0,0,0,0.4815
255,RandomStrategy,15,0,0,0,0,0.0000,15,0,0,0,0.6914
256,RandomStrategy,16,739,633,1,0,0.0000,16,0,0,0,0.5185
257,RandomStrategy,25,1299,646,141,0,0.0000,25,0,0,0,0.6667
258,RandomStrategy,12,0,0,0,0,0.0000,12,0,0,0,0.5926
259,RandomStrategy,14,78,78,78,0,0.0000,14,0,0,0,0.5679
260,RandomStrategy,20,9123,8200,28,0,0.0000,20,0,0,0,0.6420
261,RandomStrategy,16,0,0,0,0,0.0000,16,0,0,0,0.7160
262,RandomStrategy,13,0,0,0,0,0.0000,13,0,0,0,0.5679
263,RandomStrategy,27,2769,2465,2,0,0.0000,22,5,0,0,0.5556
264,RandomStrategy,18,860,767,93,0,0.0000,18,0,0,0,0.6420
265,RandomStrategy,15,191,191,191,0,0.0000,15,0,0,0,0.6420
266,RandomStrategy,14,0,0,0,0,0.0000,14,0,0,0,0.5802
267,RandomStrategy,12,0,0,0,0,0.0000,12,0,0,0,0.5802
268,RandomStrategy,16,33,33,33,0,0.0000,16,0,0,0,0.5926
269,RandomStrategy,16,428,428,428,0,0.0000,16,0,0,0,0.6049
270,RandomStrategy,10,0,0,0,0,0.0000,10,0,0,0,0.4568
271,RandomStrategy,35,41939,31525,9,0,0.0000,20,15,0,0,0.7037
272,RandomStrategy,22,17,31,-40,1,0.3333,18,4,0,0,0.5679
273,RandomStrategy,19,24,17,7,0,0.0000,19,0,0,0,0.6420
274,RandomStrategy,17,229,229,229,0,0.0000,17,0,0,0,0.6173
275,RandomStrategy,13,0,0,0,0,0.0000,13,0,0,0,0.6296
276,RandomStrategy,24,4054,3520,6,0,0.0000,14,10,0,0,0.6296
277,RandomStrategy,27,-464,63,-545,1,0.2500,21,6,0,0,0.7160
278,RandomStrategy,12,0,0,0,0,0.0000,12,0,0,0,0.6543
279,RandomStrategy,10,0,0,0,0,0.0000,10,0,0,0,0.4691
280,RandomStrategy,18,51326840,51326723,116,0,0.0000,18,0,0,0,0.5679
281,RandomStrategy,16,106,106,106,0,0.0000,16,0,0,0,0.6543
282,RandomStrategy,19,221787,221787,221787,0,0.0000,19,0,0,0,0.6914
283,RandomStrategy,9,0,0,0,0,0.0000,9,0,0,0,0.3827
284,RandomStrategy,13,60,60,60,0,0.0000,13,0,0,0,0.5062
285,RandomStrategy,14,0,0,0,0,0.0000,14,0,0,0,0.6173
286,RandomStrategy,14,3299,3299,3299,0,0.0000,14,0,0,0,0.6173
287,RandomStrategy,7,0,0,0,0,0.0000,7,0,0,0,0.3580
288,RandomStrategy,31,17606,15854,4,0,0.0000,19,12,0,0,0.6667
289,RandomStrategy,15,0,0,0,0,0.0000,15,0,0,0,0.6173
290,RandomStrategy,18,39,34,5,0,0.0000,18,0,0,0,0.6049
291,RandomStrategy,16,0,0,0,0,0.0000,16,0,0,0,0.6173
292,RandomStrategy,12,0,0,0,0,0.0000,12,0,0,0,0.5432
293,RandomStrategy,10,0,0,0,0,0.0000,10,0,0,0,0.4568
294,RandomStrategy,29,879019,627814,1,0,0.0000,20,9,0,0,0.5926
295,RandomStrategy,21,6738,6729,9,0,0.0000,21,0,0,0,0.6420
296,RandomStrategy,15,0,0,0,0,0.0000,15,0,0,0,0.6543
297,RandomStrategy,13,48,48,48,0,0.0000,13,0,0,0,0.6296
298,RandomStrategy,20,643,539,104,0,0.0000,20,0,0,0,0.6914
299,RandomStrategy,14,0,0,0,0,0.0000,14,0,0,0,0.6790
300,RandomStrategy,35,980788,748123,10,0,0.0000,20,15,0,0,0.5556
301,RandomStrategy,19,2917,2917,2917,0,0.0000,19,0,0,0,0.6790
302,RandomStrategy,18,2692,2571,45,0,0.0000,18,0,0,0,0.5309
303,RandomStrategy,17,0,0,0,0,0.0000,17,0,0,0,0.7037
304,RandomStrategy,11,0,0,0,0,0.0000,11,0,0,0,0.5062
305,RandomStrategy,11,0,0,0,0,0.0000,11,0,0,0,0.4938
306,RandomStrategy,14,0,0,0,0,0.0000,14,0,0,0,0.5926
307,RandomStrategy,14,0,0,0,0,0.0000,14,0,0,0,0.6914
308,RandomStrategy,26,758685,692615,36,0,0.0000,21,5,0,0,0.6543
309,RandomStrategy,14,0,0,0,0,0.0000,14,0,0,0,0.6173
310,RandomStrategy,12,0,0,0,0,0.0000,12,0,0,0,0.5062
311,RandomStrategy,21,5867,5328,7,0,0.0000,21,0,0,0,0.6914
312,RandomStrategy,17,79198,79205,-7,1,0.5000,17,0,0,0,0.4691
